zoned_school,current_placement,current_school,school_level,asian,black,hispanic,indian,multi,white,grand_total,file
Gibsonton,Choice,KINGSWOOD ELEMENTARY,Elem,NA,1,NA,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Gibsonton,Choice,LITHIA SPRINGS ELEMENTARY,Elem,NA,NA,2,NA,NA,NA,2,tabula-ElemK8OutReport40thDay2324.csv
Gibsonton,Choice,RIVERVIEW ELEMENTARY,Elem,NA,NA,6,NA,NA,2,8,tabula-ElemK8OutReport40thDay2324.csv
Gibsonton,Choice,SESSUMS ELEMENTARY,Elem,NA,3,1,NA,NA,1,5,tabula-ElemK8OutReport40thDay2324.csv
Gibsonton,Choice,SUMMERFIELD CROSSINGS ELEM,Elem,NA,NA,2,NA,NA,NA,2,tabula-ElemK8OutReport40thDay2324.csv
Gibsonton,Choice,SUMMERFIELD ELEMENTARY,Elem,NA,NA,2,NA,NA,NA,2,tabula-ElemK8OutReport40thDay2324.csv
Gibsonton,ESE Placed,RIVERVIEW ELEMENTARY,Elem,NA,NA,1,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Gibsonton,Magnet,MULLER ELEMENTARY MAGNET,Elem,NA,3,NA,NA,NA,NA,3,tabula-ElemK8OutReport40thDay2324.csv
Gibsonton,Magnet,RAMPELLO K-8,K-8,NA,3,NA,NA,NA,NA,3,tabula-ElemK8OutReport40thDay2324.csv
Gibsonton,Magnet,RIVERHILLS ELEMENTARY MAGNET,Elem,NA,1,NA,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Gibsonton,Magnet,SHORE ELEMENTARY,Elem,NA,1,1,NA,NA,NA,2,tabula-ElemK8OutReport40thDay2324.csv
Gibsonton,Magnet,TAMPA HEIGHTS ELEM MAGNET,Elem,NA,1,NA,NA,2,NA,3,tabula-ElemK8OutReport40thDay2324.csv
Gibsonton,Magnet,YORK PK-8 MAGNET SCHOOL,K-8,NA,NA,NA,NA,NA,1,1,tabula-ElemK8OutReport40thDay2324.csv
Gibsonton,Neighborhood,BAILEY ELEMENTARY,Elem,NA,NA,NA,NA,NA,1,1,tabula-ElemK8OutReport40thDay2324.csv
Gibsonton,Neighborhood,BELMONT ELEMENTARY SCHOOL,Elem,NA,NA,1,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Gibsonton,Neighborhood,CORR ELEMENTARY,Elem,NA,1,3,NA,NA,NA,4,tabula-ElemK8OutReport40thDay2324.csv
Gibsonton,Neighborhood,DOBY ELEMENTARY,Elem,NA,NA,3,NA,NA,NA,3,tabula-ElemK8OutReport40thDay2324.csv
Gibsonton,Neighborhood,FOREST HILLS ELEMENTARY,Elem,NA,1,NA,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Gibsonton,Neighborhood,GIBSONTON ELEMENTARY,Elem,3,39,278,1,22,107,450,tabula-ElemK8OutReport40thDay2324.csv
Gibsonton,Neighborhood,LAMB ELEMENTARY,Elem,NA,NA,NA,NA,1,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Gibsonton,Neighborhood,LOWRY ELEMENTARY,Elem,NA,NA,NA,NA,NA,1,1,tabula-ElemK8OutReport40thDay2324.csv
Gibsonton,Neighborhood,RAMPELLO K-8,K-8,NA,1,NA,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Gibsonton,Neighborhood,RUSKIN ELEMENTARY,Elem,NA,2,NA,NA,NA,NA,2,tabula-ElemK8OutReport40thDay2324.csv
Gibsonton,Neighborhood,SESSUMS ELEMENTARY,Elem,NA,NA,1,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Gibsonton,Neighborhood,TAMPA HEIGHTS ELEM MAGNET,Elem,NA,NA,1,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Gorrie,Charter,SLAM ACADEMY TAMPA ELEMENTARY,Elem,NA,NA,1,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Gorrie,Charter,THE COLLABORATORY PREP ACADEMY,Elem,NA,NA,1,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Gorrie,Choice,BALLAST POINT ELEMENTARY,Elem,NA,NA,NA,NA,NA,1,1,tabula-ElemK8OutReport40thDay2324.csv
Gorrie,Choice,CHIARAMONTE ELEMENTARY,Elem,NA,NA,1,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Gorrie,Choice,DEER PARK ELEMENTARY,Elem,NA,NA,1,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Gorrie,Choice,DESOTO ELEMENTARY,Elem,NA,1,NA,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Gorrie,Choice,GRADY ELEMENTARY,Elem,NA,NA,1,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Gorrie,Choice,WEST TAMPA ELEMENTARY,Elem,NA,1,NA,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Gorrie,"District
Assigned",MACFARLANE PARK ELEM MAGNET,Elem,NA,NA,NA,NA,NA,1,1,tabula-ElemK8OutReport40thDay2324.csv
Gorrie,Magnet,DUNBAR ELEMENTARY,Elem,1,NA,NA,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Gorrie,Magnet,MACFARLANE PARK ELEM MAGNET,Elem,NA,NA,NA,NA,1,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Gorrie,Magnet,MULLER ELEMENTARY MAGNET,Elem,NA,NA,NA,NA,NA,1,1,tabula-ElemK8OutReport40thDay2324.csv
Gorrie,Magnet,ROLAND PARK K-8 MAGNET,K-8,NA,NA,NA,NA,NA,3,3,tabula-ElemK8OutReport40thDay2324.csv
Gorrie,Neighborhood,ANDERSON ELEMENTARY,Elem,NA,NA,1,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Gorrie,Neighborhood,DUNBAR ELEMENTARY,Elem,NA,1,NA,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Gorrie,Neighborhood,FOSTER ELEMENTARY,Elem,NA,1,NA,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Gorrie,Neighborhood,GORRIE ELEMENTARY,Elem,28,37,55,3,37,330,490,tabula-ElemK8OutReport40thDay2324.csv
Gorrie,Neighborhood,GRADY ELEMENTARY,Elem,NA,NA,1,NA,1,1,3,tabula-ElemK8OutReport40thDay2324.csv
Gorrie,Neighborhood,LANIER ELEMENTARY,Elem,1,NA,NA,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Gorrie,Neighborhood,WASHINGTON ELEMENTARY,Elem,1,NA,NA,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Grady,Charter,BRIDGEPREP ACADEMY OF TAMPA,K-8,NA,1,NA,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Grady,Charter,CHANNELSIDE ACAD MATH AND SCI,K-8,NA,1,1,NA,NA,NA,2,tabula-ElemK8OutReport40thDay2324.csv
Grady,Charter,PLATO ACADEMY TAMPA CHARTER SCH,K-8,NA,NA,NA,NA,NA,1,1,tabula-ElemK8OutReport40thDay2324.csv
Grady,Charter,SLAM ACADEMY TAMPA ELEMENTARY,Elem,NA,1,NA,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Grady,Charter,TRINITY SCHOOL FOR CHILDREN,K-8,NA,NA,1,NA,NA,3,4,tabula-ElemK8OutReport40thDay2324.csv
Grady,Choice,GRADY ELEMENTARY,Elem,NA,NA,NA,NA,NA,1,1,tabula-ElemK8OutReport40thDay2324.csv
Grady,Choice,MABRY ELEMENTARY,Elem,NA,NA,NA,NA,NA,1,1,tabula-ElemK8OutReport40thDay2324.csv
Grady,Choice,TOWN AND COUNTRY ELEMENTARY,Elem,NA,1,NA,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Grady,Magnet,DUNBAR ELEMENTARY,Elem,NA,1,NA,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Grady,Magnet,MACFARLANE PARK ELEM MAGNET,Elem,3,NA,NA,NA,2,1,6,tabula-ElemK8OutReport40thDay2324.csv
Grady,Magnet,RAMPELLO K-8,K-8,NA,NA,NA,NA,NA,2,2,tabula-ElemK8OutReport40thDay2324.csv
Grady,Magnet,ROLAND PARK K-8 MAGNET,K-8,1,NA,2,NA,NA,8,11,tabula-ElemK8OutReport40thDay2324.csv
Grady,Magnet,SHORE ELEMENTARY,Elem,NA,NA,NA,NA,1,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Grady,Neighborhood,BALLAST POINT ELEMENTARY,Elem,NA,NA,NA,NA,NA,1,1,tabula-ElemK8OutReport40thDay2324.csv
Grady,Neighborhood,CHIARAMONTE ELEMENTARY,Elem,NA,NA,1,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Grady,Neighborhood,GRADY ELEMENTARY,Elem,41,27,90,NA,42,293,493,tabula-ElemK8OutReport40thDay2324.csv
Grady,Neighborhood,MABRY ELEMENTARY,Elem,NA,1,NA,NA,NA,1,2,tabula-ElemK8OutReport40thDay2324.csv
Grady,Neighborhood,MACFARLANE PARK ELEM MAGNET,Elem,NA,NA,NA,NA,NA,2,2,tabula-ElemK8OutReport40thDay2324.csv
Grady,Neighborhood,NORTHWEST ELEMENTARY,Elem,NA,NA,NA,NA,NA,3,3,tabula-ElemK8OutReport40thDay2324.csv
Grady,Neighborhood,TINKER K-8 SCHOOL,K-8,NA,NA,NA,NA,1,2,3,tabula-ElemK8OutReport40thDay2324.csv
Grady,Neighborhood,WEST TAMPA ELEMENTARY,Elem,NA,1,NA,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Graham,Charter,BRIDGEPREP ACADEMY OF TAMPA,K-8,NA,6,2,NA,1,NA,9,tabula-ElemK8OutReport40thDay2324.csv
Graham,Charter,CHANNELSIDE ACAD MATH AND SCI,K-8,NA,4,1,NA,NA,3,8,tabula-ElemK8OutReport40thDay2324.csv
Graham,Charter,LUTZ PREPARATORY SCHOOL,K-8,NA,NA,NA,NA,3,NA,3,tabula-ElemK8OutReport40thDay2324.csv
Graham,Charter,PLATO ACADEMY TAMPA CHARTER SCH,K-8,NA,NA,1,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Graham,Charter,SLAM ACADEMY TAMPA ELEMENTARY,Elem,NA,3,1,NA,NA,NA,4,tabula-ElemK8OutReport40thDay2324.csv
Graham,Charter,TRINITY SCHOOL FOR CHILDREN,K-8,NA,NA,4,NA,5,24,33,tabula-ElemK8OutReport40thDay2324.csv
Graham,Charter,VILLAGE OF EXCELLENCE,Elem,NA,1,NA,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Graham,Charter,WALTON ACADEMY,Elem,NA,2,NA,NA,1,NA,3,tabula-ElemK8OutReport40thDay2324.csv
Graham,Charter,WOODMONT CHARTER SCHOOL,K-8,NA,3,NA,NA,NA,NA,3,tabula-ElemK8OutReport40thDay2324.csv
Graham,Choice,BROWARD ELEMENTARY,Elem,NA,2,2,NA,NA,NA,4,tabula-ElemK8OutReport40thDay2324.csv
Graham,Choice,BRYANT ELEMENTARY,Elem,NA,NA,1,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Graham,Choice,DESOTO ELEMENTARY,Elem,NA,2,NA,NA,NA,NA,2,tabula-ElemK8OutReport40thDay2324.csv
Graham,Choice,EDISON ELEMENTARY,Elem,NA,2,NA,NA,NA,NA,2,tabula-ElemK8OutReport40thDay2324.csv
Graham,Choice,EGYPT LAKE ELEMENTARY,Elem,NA,NA,2,NA,NA,NA,2,tabula-ElemK8OutReport40thDay2324.csv
Graham,Choice,GRAHAM ELEMENTARY,Elem,NA,1,NA,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Graham,Choice,LANIER ELEMENTARY,Elem,NA,NA,NA,NA,1,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Graham,Choice,LOWRY ELEMENTARY,Elem,NA,1,NA,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Graham,Choice,MITCHELL ELEMENTARY,Elem,NA,1,NA,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Graham,Choice,PIZZO K-8 SCHOOL,K-8,NA,1,NA,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Graham,Choice,SEMINOLE HEIGHTS ELEMENTARY,Elem,NA,1,5,NA,NA,3,9,tabula-ElemK8OutReport40thDay2324.csv
Graham,Choice,SHAW ELEMENTARY,Elem,NA,1,NA,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Graham,Choice,SULLIVAN PARTNERSHIP ELEM,Elem,NA,NA,1,NA,NA,1,2,tabula-ElemK8OutReport40thDay2324.csv
Graham,Choice,WASHINGTON ELEMENTARY,Elem,NA,4,NA,NA,NA,NA,4,tabula-ElemK8OutReport40thDay2324.csv
Graham,Choice,WEST TAMPA ELEMENTARY,Elem,NA,1,NA,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Graham,Choice,WESTCHASE ELEMENTARY,Elem,NA,NA,NA,NA,NA,1,1,tabula-ElemK8OutReport40thDay2324.csv
Graham,"District
Assigned",MACFARLANE PARK ELEM MAGNET,Elem,NA,1,NA,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Graham,Magnet,LOCKHART ELEMENTARY MAGNET,Elem,NA,15,NA,NA,NA,NA,15,tabula-ElemK8OutReport40thDay2324.csv
Graham,Magnet,LOMAX ELEMENTARY MAGNET,Elem,NA,1,NA,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Graham,Magnet,MACFARLANE PARK ELEM MAGNET,Elem,NA,1,3,NA,2,8,14,tabula-ElemK8OutReport40thDay2324.csv
Graham,Magnet,RAMPELLO K-8,K-8,NA,5,4,NA,5,16,30,tabula-ElemK8OutReport40thDay2324.csv
Graham,Magnet,RIVERHILLS ELEMENTARY MAGNET,Elem,NA,NA,1,NA,2,2,5,tabula-ElemK8OutReport40thDay2324.csv
Graham,Magnet,ROLAND PARK K-8 MAGNET,K-8,NA,3,2,NA,4,8,17,tabula-ElemK8OutReport40thDay2324.csv
Graham,Magnet,SHORE ELEMENTARY,Elem,NA,2,2,NA,2,NA,6,tabula-ElemK8OutReport40thDay2324.csv
Graham,Magnet,TAMPA HEIGHTS ELEM MAGNET,Elem,NA,19,3,NA,2,1,25,tabula-ElemK8OutReport40thDay2324.csv
Graham,Neighborhood,BAY CREST ELEMENTARY,Elem,NA,1,NA,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Graham,Neighborhood,BROWARD ELEMENTARY,Elem,NA,3,2,NA,1,NA,6,tabula-ElemK8OutReport40thDay2324.csv
Graham,Neighborhood,DUNBAR ELEMENTARY,Elem,NA,2,NA,NA,NA,1,3,tabula-ElemK8OutReport40thDay2324.csv
Graham,Neighborhood,EDISON ELEMENTARY,Elem,NA,4,1,NA,NA,NA,5,tabula-ElemK8OutReport40thDay2324.csv
Graham,Neighborhood,GRAHAM ELEMENTARY,Elem,1,119,26,1,12,9,168,tabula-ElemK8OutReport40thDay2324.csv
Graham,Neighborhood,JAMES ELEMENTARY,Elem,NA,2,NA,NA,NA,1,3,tabula-ElemK8OutReport40thDay2324.csv
Graham,Neighborhood,LOCKHART ELEMENTARY MAGNET,Elem,NA,4,NA,NA,NA,1,5,tabula-ElemK8OutReport40thDay2324.csv
Graham,Neighborhood,MACFARLANE PARK ELEM MAGNET,Elem,NA,NA,1,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Graham,Neighborhood,MANGO ELEMENTARY,Elem,NA,1,NA,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Graham,Neighborhood,OAK PARK ELEMENTARY,Elem,NA,1,NA,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Graham,Neighborhood,RAMPELLO K-8,K-8,NA,NA,NA,NA,NA,1,1,tabula-ElemK8OutReport40thDay2324.csv
Graham,Neighborhood,SEFFNER ELEMENTARY,Elem,NA,NA,1,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Graham,Neighborhood,SEMINOLE HEIGHTS ELEMENTARY,Elem,NA,1,NA,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Graham,Neighborhood,SHAW ELEMENTARY,Elem,NA,2,NA,NA,NA,NA,2,tabula-ElemK8OutReport40thDay2324.csv
Graham,Neighborhood,SHORE ELEMENTARY,Elem,NA,NA,NA,NA,1,1,2,tabula-ElemK8OutReport40thDay2324.csv
Graham,Neighborhood,SLAM ACADEMY TAMPA ELEMENTARY,Elem,NA,NA,2,NA,NA,NA,2,tabula-ElemK8OutReport40thDay2324.csv
Graham,Neighborhood,SULLIVAN PARTNERSHIP ELEM,Elem,NA,22,7,NA,1,5,35,tabula-ElemK8OutReport40thDay2324.csv
Graham,Neighborhood,SULPHUR SPRINGS K-8,K-8,NA,1,NA,NA,1,NA,2,tabula-ElemK8OutReport40thDay2324.csv
Graham,Neighborhood,TAMPA HEIGHTS ELEM MAGNET,Elem,1,1,1,NA,NA,NA,3,tabula-ElemK8OutReport40thDay2324.csv
Graham,Neighborhood,TWIN LAKES ELEMENTARY,Elem,NA,2,NA,NA,NA,NA,2,tabula-ElemK8OutReport40thDay2324.csv
Graham,Neighborhood,WASHINGTON ELEMENTARY,Elem,NA,5,NA,NA,NA,NA,5,tabula-ElemK8OutReport40thDay2324.csv
Graham,Neighborhood,WEST SHORE ELEMENTARY,Elem,NA,1,NA,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Graham,Neighborhood,NA,Level,NA,NA,NA,NA,NA,NA,NA,tabula-ElemK8OutReport40thDay2324.csv
Hammond,Charter,LEARNING GATE COMMUNITY,K-8,NA,NA,NA,NA,1,1,2,tabula-ElemK8OutReport40thDay2324.csv
Hammond,Charter,LUTZ PREPARATORY SCHOOL,K-8,NA,NA,4,NA,NA,7,11,tabula-ElemK8OutReport40thDay2324.csv
Hammond,Charter,PLATO ACADEMY TAMPA CHARTER SCH,K-8,NA,1,NA,NA,NA,8,9,tabula-ElemK8OutReport40thDay2324.csv
Hammond,Charter,SLAM ACADEMY TAMPA ELEMENTARY,Elem,2,NA,NA,NA,NA,NA,2,tabula-ElemK8OutReport40thDay2324.csv
Hammond,Charter,SUNLAKE ACAD OF MATH & SCIENCE,K-8,3,NA,2,NA,NA,6,11,tabula-ElemK8OutReport40thDay2324.csv
Hammond,Charter,TRINITY SCHOOL FOR CHILDREN,K-8,NA,NA,NA,NA,NA,2,2,tabula-ElemK8OutReport40thDay2324.csv
Hammond,Charter,VICTORY CHARTER SCHOOL TAMPA,Elem,1,NA,NA,NA,NA,1,2,tabula-ElemK8OutReport40thDay2324.csv
Hammond,Choice,BRYANT ELEMENTARY,Elem,NA,NA,1,NA,NA,9,10,tabula-ElemK8OutReport40thDay2324.csv
Hammond,Choice,CITRUS PARK ELEMENTARY,Elem,NA,NA,5,NA,1,NA,6,tabula-ElemK8OutReport40thDay2324.csv
Hammond,Choice,CLAYWELL ELEMENTARY,Elem,NA,NA,NA,NA,NA,1,1,tabula-ElemK8OutReport40thDay2324.csv
Hammond,Choice,CRESTWOOD ELEMENTARY,Elem,NA,NA,1,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Hammond,Choice,DEER PARK ELEMENTARY,Elem,NA,NA,NA,NA,1,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Hammond,Choice,HAMMOND ELEMENTARY,Elem,1,NA,NA,NA,NA,4,5,tabula-ElemK8OutReport40thDay2324.csv
Hammond,Choice,MCKITRICK ELEMENTARY,Elem,4,NA,4,1,4,11,24,tabula-ElemK8OutReport40thDay2324.csv
Hammond,Choice,NORTHWEST ELEMENTARY,Elem,NA,NA,NA,NA,NA,2,2,tabula-ElemK8OutReport40thDay2324.csv
Hammond,Choice,SCHWARZKOPF ELEMENTARY,Elem,NA,NA,1,NA,NA,3,4,tabula-ElemK8OutReport40thDay2324.csv
Hammond,Choice,WESTCHASE ELEMENTARY,Elem,NA,NA,NA,NA,NA,3,3,tabula-ElemK8OutReport40thDay2324.csv
Hammond,Assigned,MACFARLANE PARK ELEM MAGNET,Elem,NA,NA,NA,NA,NA,2,2,tabula-ElemK8OutReport40thDay2324.csv
Hammond,Magnet,MACFARLANE PARK ELEM MAGNET,Elem,NA,NA,NA,NA,NA,1,1,tabula-ElemK8OutReport40thDay2324.csv
Hammond,Magnet,RAMPELLO K-8,K-8,NA,NA,NA,NA,NA,1,1,tabula-ElemK8OutReport40thDay2324.csv
Hammond,Magnet,ROLAND PARK K-8 MAGNET,K-8,NA,NA,NA,NA,2,3,5,tabula-ElemK8OutReport40thDay2324.csv
Hammond,Neighborhood,BROOKER ELEMENTARY,Elem,NA,NA,NA,NA,NA,1,1,tabula-ElemK8OutReport40thDay2324.csv
Hammond,Neighborhood,BRYANT ELEMENTARY,Elem,NA,NA,NA,NA,1,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Hammond,Neighborhood,NA,Level,NA,NA,NA,NA,NA,NA,NA,tabula-ElemK8OutReport40thDay2324.csv
Hammond,Neighborhood,CITRUS PARK ELEMENTARY,Elem,NA,NA,NA,1,NA,NA,NA,tabula-ElemK8OutReport40thDay2324.csv
Hammond,Neighborhood,CRESTWOOD ELEMENTARY,Elem,NA,NA,NA,1,NA,NA,NA,tabula-ElemK8OutReport40thDay2324.csv
Hammond,Neighborhood,DAVIS ELEMENTARY,Elem,NA,NA,NA,1,NA,NA,NA,tabula-ElemK8OutReport40thDay2324.csv
Hammond,Neighborhood,HAMMOND ELEMENTARY,Elem,27,9,NA,87,NA,43,NA,tabula-ElemK8OutReport40thDay2324.csv
Hammond,Neighborhood,SCHWARZKOPF ELEMENTARY,Elem,NA,NA,NA,1,NA,NA,NA,tabula-ElemK8OutReport40thDay2324.csv
Hammond,Neighborhood,TAMPA HEIGHTS ELEM MAGNET,Elem,NA,NA,NA,NA,NA,NA,NA,tabula-ElemK8OutReport40thDay2324.csv
Heritage,Charter,DR KIRAN C PATEL ELEMENTARY,Elem,2,NA,NA,1,NA,5,NA,tabula-ElemK8OutReport40thDay2324.csv
Heritage,Charter,LEGACY PREPARATORY ACADEMY,K-8,NA,1,NA,NA,NA,NA,NA,tabula-ElemK8OutReport40thDay2324.csv
Heritage,Charter,LUTZ PREPARATORY SCHOOL,K-8,NA,NA,NA,NA,NA,NA,NA,tabula-ElemK8OutReport40thDay2324.csv
Heritage,Charter,SLAM ACADEMY TAMPA ELEMENTARY,Elem,NA,NA,NA,1,NA,NA,NA,tabula-ElemK8OutReport40thDay2324.csv
Heritage,Charter,SUNLAKE ACAD OF MATH & SCIENCE,K-8,NA,NA,NA,3,NA,NA,NA,tabula-ElemK8OutReport40thDay2324.csv
Heritage,Charter,VILLAGE OF EXCELLENCE,Elem,NA,NA,NA,1,NA,NA,NA,tabula-ElemK8OutReport40thDay2324.csv
Heritage,Choice,CHILES ELEMENTARY,Elem,NA,2,NA,NA,NA,1,NA,tabula-ElemK8OutReport40thDay2324.csv
Heritage,Choice,CLARK ELEMENTARY,Elem,3,5,NA,2,NA,NA,NA,tabula-ElemK8OutReport40thDay2324.csv
Heritage,Choice,HERITAGE ELEMENTARY,Elem,NA,1,NA,1,NA,NA,NA,tabula-ElemK8OutReport40thDay2324.csv
Heritage,Choice,HUNTER'S GREEN ELEMENTARY,Elem,2,6,NA,10,NA,NA,NA,tabula-ElemK8OutReport40thDay2324.csv
Heritage,Choice,LAMB ELEMENTARY,Elem,NA,NA,NA,1,NA,NA,NA,tabula-ElemK8OutReport40thDay2324.csv
Heritage,Choice,PRIDE ELEMENTARY,Elem,6,1,NA,3,NA,NA,NA,tabula-ElemK8OutReport40thDay2324.csv
Heritage,Choice,RIVERVIEW ELEMENTARY,Elem,NA,NA,NA,1,NA,NA,NA,tabula-ElemK8OutReport40thDay2324.csv
Heritage,Choice,TAMPA PALMS ELEMENTARY,Elem,1,1,NA,1,NA,NA,NA,tabula-ElemK8OutReport40thDay2324.csv
Heritage,Choice,TURNER BARTELS K-8,K-8,NA,NA,NA,NA,NA,NA,NA,tabula-ElemK8OutReport40thDay2324.csv
Heritage,Magnet,LOCKHART ELEMENTARY MAGNET,Elem,NA,2,NA,NA,NA,NA,NA,tabula-ElemK8OutReport40thDay2324.csv
Heritage,Magnet,RAMPELLO K-8,K-8,NA,1,NA,1,NA,NA,NA,tabula-ElemK8OutReport40thDay2324.csv
Heritage,Magnet,RIVERHILLS ELEMENTARY MAGNET,Elem,NA,1,NA,NA,NA,1,NA,tabula-ElemK8OutReport40thDay2324.csv
Heritage,Magnet,ROLAND PARK K-8 MAGNET,K-8,NA,1,NA,NA,NA,NA,NA,tabula-ElemK8OutReport40thDay2324.csv
Heritage,Magnet,TAMPA HEIGHTS ELEM MAGNET,Elem,NA,2,NA,NA,NA,NA,NA,tabula-ElemK8OutReport40thDay2324.csv
Heritage,Magnet,NA,Level,NA,NA,NA,NA,NA,NA,NA,tabula-ElemK8OutReport40thDay2324.csv
Heritage,Neighborhood,BROOKER ELEMENTARY,Elem,NA,NA,NA,1,NA,NA,NA,tabula-ElemK8OutReport40thDay2324.csv
Heritage,Neighborhood,CLARK ELEMENTARY,Elem,NA,NA,NA,NA,NA,NA,NA,tabula-ElemK8OutReport40thDay2324.csv
Heritage,Neighborhood,FOLSOM ELEMENTARY,Elem,NA,1,NA,NA,NA,NA,NA,tabula-ElemK8OutReport40thDay2324.csv
Heritage,Neighborhood,HERITAGE ELEMENTARY,Elem,44,133,NA,88,2,50,NA,tabula-ElemK8OutReport40thDay2324.csv
Heritage,Neighborhood,HUNTER'S GREEN ELEMENTARY,Elem,NA,1,NA,NA,NA,NA,NA,tabula-ElemK8OutReport40thDay2324.csv
Heritage,Neighborhood,PRIDE ELEMENTARY,Elem,NA,NA,NA,NA,NA,1,NA,tabula-ElemK8OutReport40thDay2324.csv
Heritage,Neighborhood,SHEEHY ELEMENTARY,Elem,NA,1,NA,NA,NA,NA,NA,tabula-ElemK8OutReport40thDay2324.csv
Heritage,Neighborhood,TAMPA HEIGHTS ELEM MAGNET,Elem,NA,1,NA,NA,NA,NA,NA,tabula-ElemK8OutReport40thDay2324.csv
Heritage,Neighborhood,TURNER BARTELS K-8,K-8,NA,2,NA,1,NA,1,NA,tabula-ElemK8OutReport40thDay2324.csv
Hunters Green,Charter,DR KIRAN C PATEL ELEMENTARY,Elem,3,1,NA,3,NA,NA,NA,tabula-ElemK8OutReport40thDay2324.csv
Hunters Green,Charter,LEARNING GATE COMMUNITY,K-8,2,NA,NA,NA,NA,NA,NA,tabula-ElemK8OutReport40thDay2324.csv
Hunters Green,Charter,LITERACY LEADERSHIP TECH ACAD,K-8,NA,1,NA,NA,NA,NA,NA,tabula-ElemK8OutReport40thDay2324.csv
Hunters Green,Charter,LUTZ PREPARATORY SCHOOL,K-8,2,NA,NA,NA,NA,NA,NA,tabula-ElemK8OutReport40thDay2324.csv
Hunters Green,Charter,NAVIGATOR ACADEMY OF LEADERSHI,K-8,NA,NA,NA,1,NA,NA,NA,tabula-ElemK8OutReport40thDay2324.csv
Hunters Green,Charter,SUNLAKE ACAD OF MATH & SCIENCE,K-8,NA,1,NA,1,NA,NA,NA,tabula-ElemK8OutReport40thDay2324.csv
Hunters Green,Charter,TRINITY SCHOOL FOR CHILDREN,K-8,NA,NA,NA,NA,NA,1,NA,tabula-ElemK8OutReport40thDay2324.csv
Hunters Green,Choice,CHILES ELEMENTARY,Elem,NA,NA,NA,NA,NA,NA,NA,tabula-ElemK8OutReport40thDay2324.csv
