zoned_school,current_placement,current_school,school_level,asian,black,hispanic,indian,multi,white,grand_total,file
Marshall,Charter,INDEPENDENCE ACADEMY,K-8,NA,1,9,NA,2,37,49,tabula-MidK8OutReport40thDay2324.csv
Marshall,Charter,LITERACY LEADERSHIP TECH ACAD,K-8,NA,NA,NA,1,NA,NA,1,tabula-MidK8OutReport40thDay2324.csv
Marshall,Charter,NAVIGATOR ACADEMY OF LEADERSHI,K-8,NA,1,NA,NA,NA,NA,1,tabula-MidK8OutReport40thDay2324.csv
Marshall,Charter,TERRACE COMMUNITY SCHOOL,Mid,NA,NA,1,NA,NA,1,2,tabula-MidK8OutReport40thDay2324.csv
Marshall,Charter,TRINITY SCHOOL FOR CHILDREN,K-8,NA,NA,1,NA,NA,NA,1,tabula-MidK8OutReport40thDay2324.csv
Marshall,Choice,BURNETT MIDDLE SCHOOL,Mid,NA,NA,NA,NA,NA,1,1,tabula-MidK8OutReport40thDay2324.csv
Marshall,Choice,MARSHALL MIDDLE MAGNET SCHOOL,Mid,NA,NA,NA,NA,NA,2,2,tabula-MidK8OutReport40thDay2324.csv
Marshall,Choice,MULRENNAN MIDDLE SCHOOL,Mid,NA,NA,NA,NA,NA,6,6,tabula-MidK8OutReport40thDay2324.csv
Marshall,Choice,RANDALL MIDDLE SCHOOL,Mid,NA,NA,1,NA,NA,1,2,tabula-MidK8OutReport40thDay2324.csv
Marshall,Choice,TOMLIN MIDDLE SCHOOL,Mid,1,5,11,NA,1,39,57,tabula-MidK8OutReport40thDay2324.csv
Marshall,Choice,TURKEY CREEK MIDDLE SCHOOL,Mid,NA,NA,NA,NA,NA,3,3,tabula-MidK8OutReport40thDay2324.csv
Marshall,Hope Sch,BURNS MIDDLE SCHOOL,Mid,NA,NA,1,NA,NA,NA,1,tabula-MidK8OutReport40thDay2324.csv
Marshall,Hope Sch,TURKEY CREEK MIDDLE SCHOOL,Mid,NA,NA,NA,NA,1,NA,1,tabula-MidK8OutReport40thDay2324.csv
Marshall,Magnet,FERRELL (GIRLS) MIDDLE MAGNET,Mid,NA,NA,NA,NA,1,1,2,tabula-MidK8OutReport40thDay2324.csv
Marshall,Magnet,FRANKLIN (BOYS) MIDDLE MAGNET,Mid,NA,2,NA,NA,NA,NA,2,tabula-MidK8OutReport40thDay2324.csv
Marshall,Magnet,MARSHALL MIDDLE MAGNET SCHOOL,Mid,2,16,14,NA,7,25,64,tabula-MidK8OutReport40thDay2324.csv
Marshall,Magnet,ORANGE GROVE MIDDLE MAGNET,Mid,NA,1,NA,NA,NA,NA,1,tabula-MidK8OutReport40thDay2324.csv
Marshall,Magnet,PROGRESS VILLAGE MIDDLE SCHOOL,Mid,NA,2,NA,NA,NA,NA,2,tabula-MidK8OutReport40thDay2324.csv
Marshall,Magnet,RAMPELLO K-8,K-8,NA,1,NA,NA,1,NA,2,tabula-MidK8OutReport40thDay2324.csv
Marshall,Magnet,ROLAND PARK K-8 MAGNET,K-8,NA,NA,NA,NA,1,NA,1,tabula-MidK8OutReport40thDay2324.csv
Marshall,Magnet,SLIGH MIDDLE SCHOOL,Mid,NA,2,NA,NA,NA,NA,2,tabula-MidK8OutReport40thDay2324.csv
Marshall,Magnet,STEWART MIDDLE SCHOOL,Mid,NA,NA,3,NA,NA,NA,3,tabula-MidK8OutReport40thDay2324.csv
Marshall,Magnet,WILLIAMS MIDDLE SCHOOL,Mid,NA,2,NA,NA,1,NA,3,tabula-MidK8OutReport40thDay2324.csv
Marshall,Neighborhood,MANN MIDDLE SCHOOL,Mid,NA,NA,2,NA,NA,NA,2,tabula-MidK8OutReport40thDay2324.csv
Marshall,Neighborhood,MARSHALL MIDDLE MAGNET SCHOOL,Mid,6,106,507,1,31,230,881,tabula-MidK8OutReport40thDay2324.csv
Marshall,Neighborhood,MEMORIAL MIDDLE SCHOOL,Mid,NA,NA,1,NA,NA,NA,1,tabula-MidK8OutReport40thDay2324.csv
Marshall,Neighborhood,TOMLIN MIDDLE SCHOOL,Mid,NA,2,9,NA,NA,6,17,tabula-MidK8OutReport40thDay2324.csv
Marshall,Neighborhood,TURKEY CREEK MIDDLE SCHOOL,Mid,NA,1,1,NA,NA,3,5,tabula-MidK8OutReport40thDay2324.csv
Marshall,Neighborhood,WEBB MIDDLE SCHOOL,Mid,NA,NA,1,NA,NA,NA,1,tabula-MidK8OutReport40thDay2324.csv
Martinez,Charter,HORIZON CHARTER SCH OF TAMPA,K-8,NA,NA,1,NA,NA,1,2,tabula-MidK8OutReport40thDay2324.csv
Martinez,Charter,LEARNING GATE COMMUNITY,K-8,NA,NA,2,NA,1,6,9,tabula-MidK8OutReport40thDay2324.csv
Martinez,Charter,LUTZ PREPARATORY SCHOOL,K-8,8,NA,7,NA,NA,20,35,tabula-MidK8OutReport40thDay2324.csv
Martinez,Charter,SUNLAKE ACAD OF MATH & SCIENCE,K-8,6,1,7,NA,NA,25,39,tabula-MidK8OutReport40thDay2324.csv
Martinez,Charter,TERRACE COMMUNITY SCHOOL,Mid,NA,NA,1,NA,NA,NA,1,tabula-MidK8OutReport40thDay2324.csv
Martinez,Charter,TRINITY SCHOOL FOR CHILDREN,K-8,NA,NA,2,NA,NA,2,4,tabula-MidK8OutReport40thDay2324.csv
Martinez,Choice,BUCHANAN MIDDLE SCHOOL,Mid,NA,NA,1,NA,NA,NA,1,tabula-MidK8OutReport40thDay2324.csv
Martinez,Choice,HILL MIDDLE SCHOOL,Mid,NA,NA,1,NA,NA,1,2,tabula-MidK8OutReport40thDay2324.csv
Martinez,Choice,MANISCALCO K-8 SCHOOL,K-8,NA,NA,1,NA,1,1,3,tabula-MidK8OutReport40thDay2324.csv
Martinez,Choice,MARTINEZ MIDDLE SCHOOL,Mid,1,1,4,NA,NA,2,8,tabula-MidK8OutReport40thDay2324.csv
Martinez,Choice,SLIGH MIDDLE SCHOOL,Mid,NA,1,NA,NA,NA,NA,1,tabula-MidK8OutReport40thDay2324.csv
Martinez,Choice,WALKER MIDDLE MAGNET,Mid,1,NA,1,NA,2,3,7,tabula-MidK8OutReport40thDay2324.csv
Martinez,Choice,WILSON MIDDLE SCHOOL,Mid,NA,NA,NA,NA,NA,1,1,tabula-MidK8OutReport40thDay2324.csv
Martinez,Magnet,ROLAND PARK K-8 MAGNET,K-8,1,NA,NA,NA,NA,1,2,tabula-MidK8OutReport40thDay2324.csv
Martinez,Magnet,STEWART MIDDLE SCHOOL,Mid,NA,1,1,NA,NA,NA,2,tabula-MidK8OutReport40thDay2324.csv
Martinez,Magnet,WALKER MIDDLE MAGNET,Mid,22,4,10,1,13,39,89,tabula-MidK8OutReport40thDay2324.csv
Martinez,Magnet,WILLIAMS MIDDLE SCHOOL,Mid,1,NA,NA,NA,NA,1,2,tabula-MidK8OutReport40thDay2324.csv
Martinez,Neighborhood,MARTINEZ MIDDLE SCHOOL,Mid,117,33,233,1,81,595,NA,tabula-MidK8OutReport40thDay2324.csv
Martinez,Neighborhood,SMITH MIDDLE SCHOOL,Mid,1,NA,1,NA,1,NA,3,tabula-MidK8OutReport40thDay2324.csv
Martinez,Neighborhood,WALKER MIDDLE MAGNET,Mid,NA,NA,1,NA,NA,3,4,tabula-MidK8OutReport40thDay2324.csv
McLane,Charter,BRIDGEPREP ACADEMY OF RIVERVIEW,K-8,1,25,28,NA,3,6,63,tabula-MidK8OutReport40thDay2324.csv
McLane,Charter,BRIDGEPREP ACADEMY OF TAMPA,K-8,NA,1,1,NA,1,NA,3,tabula-MidK8OutReport40thDay2324.csv
McLane,Charter,CHANNELSIDE ACAD MATH AND SCI,K-8,NA,4,7,NA,3,1,15,tabula-MidK8OutReport40thDay2324.csv
McLane,Charter,CREEKSIDE CHARTER ACADEMY,K-8,1,1,3,NA,1,1,7,tabula-MidK8OutReport40thDay2324.csv
McLane,Charter,HILLSBOROUGH ACAD MATH SCIENCE,K-8,NA,NA,2,NA,1,NA,3,tabula-MidK8OutReport40thDay2324.csv
McLane,Charter,INDEPENDENCE ACADEMY,K-8,NA,NA,2,NA,NA,7,9,tabula-MidK8OutReport40thDay2324.csv
McLane,Charter,KIDS COMMU COLLEGE SOUTHEAST,K-8,1,2,3,NA,1,1,8,tabula-MidK8OutReport40thDay2324.csv
McLane,Charter,LEGACY PREPARATORY ACADEMY,K-8,NA,7,1,NA,1,NA,9,tabula-MidK8OutReport40thDay2324.csv
McLane,Charter,LITERACY LEADERSHIP TECH ACAD,K-8,NA,NA,6,NA,2,8,16,tabula-MidK8OutReport40thDay2324.csv
McLane,Charter,LITERACY LEADERSHIP TECH SOUTH BAY,K-8,NA,NA,1,NA,1,NA,2,tabula-MidK8OutReport40thDay2324.csv
McLane,Charter,NAVIGATOR ACADEMY OF LEADERSHI,K-8,1,4,27,NA,4,12,48,tabula-MidK8OutReport40thDay2324.csv
McLane,Charter,NEW SPRINGS SCHOOL,K-8,NA,3,1,NA,NA,NA,4,tabula-MidK8OutReport40thDay2324.csv
McLane,Charter,RIVERVIEW ACADEMY OF MATH SCI,K-8,NA,3,2,NA,1,NA,6,tabula-MidK8OutReport40thDay2324.csv
McLane,Charter,SOUTHSHORE CHARTER ACADEMY,K-8,1,6,3,NA,NA,NA,10,tabula-MidK8OutReport40thDay2324.csv
McLane,Charter,TERRACE COMMUNITY SCHOOL,Mid,5,2,NA,NA,3,10,20,tabula-MidK8OutReport40thDay2324.csv
McLane,Charter,WATERSET CHARTER SCHOOL,K-8,NA,2,2,NA,1,2,7,tabula-MidK8OutReport40thDay2324.csv
McLane,Charter,WINTHROP CHARTER SCHOOL,K-8,8,18,44,NA,8,22,100,tabula-MidK8OutReport40thDay2324.csv
McLane,Charter,WOODMONT CHARTER SCHOOL,K-8,NA,6,4,NA,2,NA,12,tabula-MidK8OutReport40thDay2324.csv
McLane,Choice,BARRINGTON MIDDLE SCHOOL,Mid,NA,2,1,NA,1,NA,4,tabula-MidK8OutReport40thDay2324.csv
McLane,Choice,BUCHANAN MIDDLE SCHOOL,Mid,NA,1,2,NA,NA,NA,3,tabula-MidK8OutReport40thDay2324.csv
McLane,Choice,BURNETT MIDDLE SCHOOL,Mid,NA,2,2,NA,NA,7,11,tabula-MidK8OutReport40thDay2324.csv
McLane,Choice,BURNS MIDDLE SCHOOL,Mid,3,13,24,NA,8,10,58,tabula-MidK8OutReport40thDay2324.csv
McLane,Choice,COLEMAN MIDDLE SCHOOL,Mid,NA,NA,NA,NA,NA,1,1,tabula-MidK8OutReport40thDay2324.csv
McLane,Choice,GIUNTA MIDDLE SCHOOL,Mid,NA,5,2,NA,NA,1,8,tabula-MidK8OutReport40thDay2324.csv
McLane,Choice,JENNINGS MIDDLE SCHOOL,Mid,NA,1,NA,NA,NA,NA,1,tabula-MidK8OutReport40thDay2324.csv
McLane,Choice,LIBERTY MIDDLE SCHOOL,Mid,NA,1,1,NA,NA,1,3,tabula-MidK8OutReport40thDay2324.csv
McLane,Choice,MADISON MIDDLE SCHOOL,Mid,NA,NA,NA,NA,NA,1,1,tabula-MidK8OutReport40thDay2324.csv
McLane,Choice,MANISCALCO K-8 SCHOOL,K-8,NA,1,NA,NA,NA,NA,1,tabula-MidK8OutReport40thDay2324.csv
McLane,Choice,MANN MIDDLE SCHOOL,Mid,NA,5,11,NA,NA,12,28,tabula-MidK8OutReport40thDay2324.csv
McLane,Choice,MCLANE MIDDLE SCHOOL,Mid,NA,1,1,NA,NA,NA,2,tabula-MidK8OutReport40thDay2324.csv
McLane,Choice,MEMORIAL MIDDLE SCHOOL,Mid,NA,8,7,NA,NA,1,16,tabula-MidK8OutReport40thDay2324.csv
McLane,Choice,MULRENNAN MIDDLE SCHOOL,Mid,2,3,8,NA,3,11,27,tabula-MidK8OutReport40thDay2324.csv
McLane,Choice,PIERCE MIDDLE SCHOOL,Mid,NA,NA,1,NA,NA,NA,1,tabula-MidK8OutReport40thDay2324.csv
McLane,Choice,PIZZO K-8 SCHOOL,K-8,NA,2,NA,NA,NA,NA,2,tabula-MidK8OutReport40thDay2324.csv
McLane,Choice,PROGRESS VILLAGE MIDDLE SCHOOL,Mid,NA,1,NA,NA,NA,NA,1,tabula-MidK8OutReport40thDay2324.csv
McLane,Choice,RANDALL MIDDLE SCHOOL,Mid,1,NA,2,NA,1,2,6,tabula-MidK8OutReport40thDay2324.csv
McLane,Choice,SLIGH MIDDLE SCHOOL,Mid,NA,3,NA,NA,NA,NA,3,tabula-MidK8OutReport40thDay2324.csv
McLane,Choice,TURKEY CREEK MIDDLE SCHOOL,Mid,NA,1,NA,NA,NA,NA,1,tabula-MidK8OutReport40thDay2324.csv
McLane,Choice,TURNER BARTELS K-8,K-8,NA,2,NA,NA,NA,NA,2,tabula-MidK8OutReport40thDay2324.csv
McLane,Choice,WILSON MIDDLE SCHOOL,Mid,NA,NA,NA,NA,NA,1,1,tabula-MidK8OutReport40thDay2324.csv
McLane,Hope Sch,BURNETT MIDDLE SCHOOL,Mid,NA,1,2,NA,NA,NA,3,tabula-MidK8OutReport40thDay2324.csv
McLane,Hope Sch,BURNS MIDDLE SCHOOL,Mid,NA,NA,2,NA,NA,NA,2,tabula-MidK8OutReport40thDay2324.csv
McLane,Hope Sch,MANN MIDDLE SCHOOL,Mid,NA,1,1,NA,NA,1,3,tabula-MidK8OutReport40thDay2324.csv
McLane,Hope Sch,MEMORIAL MIDDLE SCHOOL,Mid,NA,NA,3,NA,NA,NA,3,tabula-MidK8OutReport40thDay2324.csv
McLane,Magnet,DOWDELL MIDDLE SCHOOL,Mid,1,16,6,NA,NA,2,25,tabula-MidK8OutReport40thDay2324.csv
McLane,Magnet,FERRELL (GIRLS) MIDDLE MAGNET,Mid,2,27,18,1,7,7,62,tabula-MidK8OutReport40thDay2324.csv
McLane,Magnet,FRANKLIN (BOYS) MIDDLE MAGNET,Mid,NA,19,10,1,3,2,35,tabula-MidK8OutReport40thDay2324.csv
McLane,Magnet,GRECO MIDDLE MAGNET SCHOOL,Mid,NA,1,NA,NA,1,NA,2,tabula-MidK8OutReport40thDay2324.csv
McLane,Magnet,MARSHALL MIDDLE MAGNET SCHOOL,Mid,NA,NA,1,NA,NA,1,2,tabula-MidK8OutReport40thDay2324.csv
McLane,Magnet,MCLANE MIDDLE SCHOOL,Mid,NA,1,NA,NA,1,NA,2,tabula-MidK8OutReport40thDay2324.csv
McLane,Magnet,ORANGE GROVE MIDDLE MAGNET,Mid,NA,60,23,NA,3,5,91,tabula-MidK8OutReport40thDay2324.csv
McLane,Magnet,PROGRESS VILLAGE MIDDLE SCHOOL,Mid,NA,41,41,NA,8,21,111,tabula-MidK8OutReport40thDay2324.csv
McLane,Magnet,RAMPELLO K-8,K-8,NA,10,2,NA,NA,2,14,tabula-MidK8OutReport40thDay2324.csv
McLane,Magnet,RODGERS MIDDLE MAGNET SCHOOL,Mid,NA,NA,3,NA,NA,4,7,tabula-MidK8OutReport40thDay2324.csv
McLane,Magnet,ROLAND PARK K-8 MAGNET,K-8,NA,1,5,NA,2,NA,8,tabula-MidK8OutReport40thDay2324.csv
McLane,Magnet,SLIGH MIDDLE SCHOOL,Mid,NA,20,4,NA,NA,1,25,tabula-MidK8OutReport40thDay2324.csv
McLane,Magnet,STEWART MIDDLE SCHOOL,Mid,NA,34,12,NA,6,7,59,tabula-MidK8OutReport40thDay2324.csv
McLane,Magnet,WALKER MIDDLE MAGNET,Mid,NA,2,NA,NA,NA,NA,2,tabula-MidK8OutReport40thDay2324.csv
McLane,Magnet,WILLIAMS MIDDLE SCHOOL,Mid,9,36,19,NA,6,4,74,tabula-MidK8OutReport40thDay2324.csv
McLane,Magnet,YORK PK-8 MAGNET SCHOOL,K-8,NA,1,NA,NA,NA,NA,1,tabula-MidK8OutReport40thDay2324.csv
McLane,Magnet,YOUNG MIDDLE MAGNET,Mid,NA,82,18,NA,3,4,107,tabula-MidK8OutReport40thDay2324.csv
McLane,Neighborhood,ADAMS MIDDLE SCHOOL,Mid,NA,1,NA,NA,NA,NA,1,tabula-MidK8OutReport40thDay2324.csv
McLane,Neighborhood,BARRINGTON MIDDLE SCHOOL,Mid,NA,NA,1,NA,NA,NA,1,tabula-MidK8OutReport40thDay2324.csv
McLane,Neighborhood,BUCHANAN MIDDLE SCHOOL,Mid,NA,1,NA,NA,NA,NA,1,tabula-MidK8OutReport40thDay2324.csv
McLane,Neighborhood,BURNETT MIDDLE SCHOOL,Mid,NA,2,NA,NA,NA,1,3,tabula-MidK8OutReport40thDay2324.csv
McLane,Neighborhood,BURNS MIDDLE SCHOOL,Mid,NA,1,2,NA,NA,2,5,tabula-MidK8OutReport40thDay2324.csv
McLane,Neighborhood,DOWDELL MIDDLE SCHOOL,Mid,NA,1,NA,NA,NA,NA,1,tabula-MidK8OutReport40thDay2324.csv
McLane,Neighborhood,EISENHOWER MIDDLE SCHOOL,Mid,NA,1,1,NA,NA,NA,2,tabula-MidK8OutReport40thDay2324.csv
McLane,Neighborhood,FERRELL (GIRLS) MIDDLE MAGNET,Mid,NA,2,1,NA,NA,NA,3,tabula-MidK8OutReport40thDay2324.csv
McLane,Neighborhood,FRANKLIN (BOYS) MIDDLE MAGNET,Mid,NA,5,NA,NA,NA,NA,5,tabula-MidK8OutReport40thDay2324.csv
McLane,Neighborhood,GIUNTA MIDDLE SCHOOL,Mid,NA,1,NA,NA,NA,NA,1,tabula-MidK8OutReport40thDay2324.csv
McLane,Neighborhood,GRECO MIDDLE MAGNET SCHOOL,Mid,NA,1,NA,NA,NA,NA,1,tabula-MidK8OutReport40thDay2324.csv
McLane,Neighborhood,JENNINGS MIDDLE SCHOOL,Mid,NA,1,NA,NA,NA,NA,1,tabula-MidK8OutReport40thDay2324.csv
McLane,Neighborhood,MANN MIDDLE SCHOOL,Mid,1,17,2,NA,2,2,24,tabula-MidK8OutReport40thDay2324.csv
McLane,Neighborhood,MCLANE MIDDLE SCHOOL,Mid,14,317,211,2,38,75,657,tabula-MidK8OutReport40thDay2324.csv
McLane,Neighborhood,MEMORIAL MIDDLE SCHOOL,Mid,NA,2,NA,NA,NA,NA,2,tabula-MidK8OutReport40thDay2324.csv
McLane,Neighborhood,MONROE MIDDLE MAGNET SCHOOL,Mid,NA,2,1,NA,NA,NA,3,tabula-MidK8OutReport40thDay2324.csv
McLane,Neighborhood,MULRENNAN MIDDLE SCHOOL,Mid,NA,NA,1,NA,NA,1,2,tabula-MidK8OutReport40thDay2324.csv
McLane,Neighborhood,ORANGE GROVE MIDDLE MAGNET,Mid,NA,1,1,NA,NA,NA,2,tabula-MidK8OutReport40thDay2324.csv
McLane,Neighborhood,PIERCE MIDDLE SCHOOL,Mid,NA,NA,1,NA,NA,NA,1,tabula-MidK8OutReport40thDay2324.csv
McLane,Neighborhood,PROGRESS VILLAGE MIDDLE SCHOOL,Mid,NA,1,NA,NA,1,NA,2,tabula-MidK8OutReport40thDay2324.csv
McLane,Neighborhood,RODGERS MIDDLE MAGNET SCHOOL,Mid,NA,NA,1,NA,NA,NA,1,tabula-MidK8OutReport40thDay2324.csv
McLane,Neighborhood,SLIGH MIDDLE SCHOOL,Mid,NA,4,NA,NA,NA,NA,4,tabula-MidK8OutReport40thDay2324.csv
McLane,Neighborhood,STEWART MIDDLE SCHOOL,Mid,NA,1,2,NA,NA,NA,3,tabula-MidK8OutReport40thDay2324.csv
McLane,Neighborhood,TINKER K-8 SCHOOL,K-8,NA,NA,NA,NA,NA,1,1,tabula-MidK8OutReport40thDay2324.csv
McLane,Neighborhood,TOMLIN MIDDLE SCHOOL,Mid,NA,1,NA,NA,NA,NA,1,tabula-MidK8OutReport40thDay2324.csv
McLane,Neighborhood,TURKEY CREEK MIDDLE SCHOOL,Mid,NA,NA,1,NA,NA,NA,1,tabula-MidK8OutReport40thDay2324.csv
McLane,Neighborhood,WILLIAMS MIDDLE SCHOOL,Mid,1,1,NA,NA,NA,NA,2,tabula-MidK8OutReport40thDay2324.csv
McLane,Neighborhood,YOUNG MIDDLE MAGNET,Mid,NA,11,4,NA,NA,NA,15,tabula-MidK8OutReport40thDay2324.csv
Memorial,Charter,BRIDGEPREP ACADEMY OF TAMPA,K-8,NA,1,8,NA,NA,NA,9,tabula-MidK8OutReport40thDay2324.csv
Memorial,Charter,CHANNELSIDE ACAD MATH AND SCI,K-8,NA,3,2,NA,NA,1,6,tabula-MidK8OutReport40thDay2324.csv
Memorial,Charter,HENDERSON HAMMOCK CHARTER SCH,K-8,1,2,49,NA,1,NA,53,tabula-MidK8OutReport40thDay2324.csv
Memorial,Charter,HILLSBOROUGH ACAD MATH SCIENCE,K-8,NA,NA,4,NA,NA,NA,4,tabula-MidK8OutReport40thDay2324.csv
Memorial,Charter,HORIZON CHARTER SCH OF TAMPA,K-8,NA,NA,5,NA,NA,1,6,tabula-MidK8OutReport40thDay2324.csv
Memorial,Charter,LEARNING GATE COMMUNITY,K-8,NA,NA,NA,NA,1,3,4,tabula-MidK8OutReport40thDay2324.csv
Memorial,Charter,LEGACY PREPARATORY ACADEMY,K-8,1,NA,NA,NA,NA,NA,1,tabula-MidK8OutReport40thDay2324.csv
Memorial,Charter,NEW SPRINGS SCHOOL,K-8,NA,1,3,NA,NA,1,5,tabula-MidK8OutReport40thDay2324.csv
Memorial,Charter,PLATO ACADEMY TAMPA CHARTER SCH,K-8,NA,NA,7,NA,NA,1,8,tabula-MidK8OutReport40thDay2324.csv
Memorial,Charter,SUNLAKE ACAD OF MATH & SCIENCE,K-8,NA,NA,NA,NA,1,NA,1,tabula-MidK8OutReport40thDay2324.csv
Memorial,Charter,TERRACE COMMUNITY SCHOOL,Mid,NA,NA,NA,NA,1,NA,1,tabula-MidK8OutReport40thDay2324.csv
Memorial,Charter,TRINITY SCHOOL FOR CHILDREN,K-8,2,NA,30,1,5,22,60,tabula-MidK8OutReport40thDay2324.csv
Memorial,Charter,WOODMONT CHARTER SCHOOL,K-8,NA,NA,1,NA,NA,NA,1,tabula-MidK8OutReport40thDay2324.csv
Memorial,Choice,ADAMS MIDDLE SCHOOL,Mid,NA,NA,1,NA,NA,NA,1,tabula-MidK8OutReport40thDay2324.csv
Memorial,Choice,BUCHANAN MIDDLE SCHOOL,Mid,NA,NA,1,NA,NA,1,2,tabula-MidK8OutReport40thDay2324.csv
Memorial,Choice,DAVIDSEN MIDDLE SCHOOL,Mid,NA,NA,3,NA,NA,NA,3,tabula-MidK8OutReport40thDay2324.csv
Memorial,Choice,FARNELL MIDDLE SCHOOL,Mid,NA,NA,1,NA,NA,NA,1,tabula-MidK8OutReport40thDay2324.csv
Memorial,Choice,HILL MIDDLE SCHOOL,Mid,NA,NA,6,NA,1,1,8,tabula-MidK8OutReport40thDay2324.csv
Memorial,Choice,LUTZ K-8 SCHOOL,K-8,NA,NA,NA,NA,NA,2,2,tabula-MidK8OutReport40thDay2324.csv
Memorial,Choice,MADISON MIDDLE SCHOOL,Mid,NA,NA,1,NA,NA,NA,1,tabula-MidK8OutReport40thDay2324.csv
Memorial,Choice,MANISCALCO K-8 SCHOOL,K-8,NA,NA,1,NA,NA,NA,1,tabula-MidK8OutReport40thDay2324.csv
Memorial,Choice,MARTINEZ MIDDLE SCHOOL,Mid,NA,NA,2,NA,NA,NA,2,tabula-MidK8OutReport40thDay2324.csv
Memorial,Choice,MEMORIAL MIDDLE SCHOOL,Mid,NA,1,NA,NA,NA,NA,1,tabula-MidK8OutReport40thDay2324.csv
Memorial,Choice,PIERCE MIDDLE SCHOOL,Mid,NA,NA,20,NA,NA,4,24,tabula-MidK8OutReport40thDay2324.csv
Memorial,Choice,PIZZO K-8 SCHOOL,K-8,NA,NA,1,NA,NA,NA,1,tabula-MidK8OutReport40thDay2324.csv
Memorial,Choice,TURNER BARTELS K-8,K-8,NA,NA,1,NA,NA,NA,1,tabula-MidK8OutReport40thDay2324.csv
Memorial,Choice,WEBB MIDDLE SCHOOL,Mid,NA,NA,1,NA,NA,NA,1,tabula-MidK8OutReport40thDay2324.csv
Memorial,Choice,WILSON MIDDLE SCHOOL,Mid,NA,NA,1,NA,NA,NA,1,tabula-MidK8OutReport40thDay2324.csv
Memorial,Hope Sch,MADISON MIDDLE SCHOOL,Mid,NA,1,NA,NA,NA,NA,1,tabula-MidK8OutReport40thDay2324.csv
Memorial,Hope Sch,PIERCE MIDDLE SCHOOL,Mid,NA,NA,1,NA,NA,NA,1,tabula-MidK8OutReport40thDay2324.csv
Memorial,Hope Sch,WEBB MIDDLE SCHOOL,Mid,NA,NA,1,NA,NA,NA,1,tabula-MidK8OutReport40thDay2324.csv
Memorial,Magnet,DOWDELL MIDDLE SCHOOL,Mid,NA,NA,2,NA,NA,1,3,tabula-MidK8OutReport40thDay2324.csv
Memorial,Magnet,FERRELL (GIRLS) MIDDLE MAGNET,Mid,1,1,5,NA,2,1,10,tabula-MidK8OutReport40thDay2324.csv
Memorial,Magnet,FRANKLIN (BOYS) MIDDLE MAGNET,Mid,1,NA,8,NA,1,NA,10,tabula-MidK8OutReport40thDay2324.csv
Memorial,Magnet,GRECO MIDDLE MAGNET SCHOOL,Mid,NA,1,NA,NA,NA,NA,1,tabula-MidK8OutReport40thDay2324.csv
Memorial,Magnet,ORANGE GROVE MIDDLE MAGNET,Mid,NA,4,14,NA,2,12,32,tabula-MidK8OutReport40thDay2324.csv
Memorial,Magnet,PROGRESS VILLAGE MIDDLE SCHOOL,Mid,NA,NA,NA,NA,1,NA,1,tabula-MidK8OutReport40thDay2324.csv
Memorial,Magnet,RAMPELLO K-8,K-8,NA,2,13,NA,4,8,27,tabula-MidK8OutReport40thDay2324.csv
Memorial,Magnet,ROLAND PARK K-8 MAGNET,K-8,1,3,9,NA,2,3,18,tabula-MidK8OutReport40thDay2324.csv
Memorial,Magnet,SLIGH MIDDLE SCHOOL,Mid,NA,3,11,NA,NA,1,15,tabula-MidK8OutReport40thDay2324.csv
Memorial,Magnet,STEWART MIDDLE SCHOOL,Mid,2,8,22,NA,1,16,49,tabula-MidK8OutReport40thDay2324.csv
Memorial,Magnet,WALKER MIDDLE MAGNET,Mid,2,NA,8,NA,1,3,14,tabula-MidK8OutReport40thDay2324.csv
Memorial,Magnet,YOUNG MIDDLE MAGNET,Mid,1,NA,2,NA,2,1,6,tabula-MidK8OutReport40thDay2324.csv
Memorial,Neighborhood,ADAMS MIDDLE SCHOOL,Mid,NA,NA,2,NA,NA,NA,2,tabula-MidK8OutReport40thDay2324.csv
Memorial,Neighborhood,FERRELL (GIRLS) MIDDLE MAGNET,Mid,NA,NA,NA,NA,NA,1,1,tabula-MidK8OutReport40thDay2324.csv
Memorial,Neighborhood,GRECO MIDDLE MAGNET SCHOOL,Mid,NA,2,NA,NA,NA,NA,2,tabula-MidK8OutReport40thDay2324.csv
Memorial,Neighborhood,JENNINGS MIDDLE SCHOOL,Mid,NA,1,NA,NA,NA,NA,1,tabula-MidK8OutReport40thDay2324.csv
Memorial,Neighborhood,MADISON MIDDLE SCHOOL,Mid,NA,NA,1,NA,NA,NA,1,tabula-MidK8OutReport40thDay2324.csv
Memorial,Neighborhood,MEMORIAL MIDDLE SCHOOL,Mid,6,71,434,NA,17,41,569,tabula-MidK8OutReport40thDay2324.csv
Memorial,Neighborhood,PIERCE MIDDLE SCHOOL,Mid,1,4,12,NA,NA,1,18,tabula-MidK8OutReport40thDay2324.csv
Memorial,Neighborhood,WEBB MIDDLE SCHOOL,Mid,NA,NA,1,NA,NA,NA,1,tabula-MidK8OutReport40thDay2324.csv
Monroe,Charter,BRIDGEPREP ACADEMY OF RIVERVIEW,K-8,NA,1,NA,NA,NA,NA,1,tabula-MidK8OutReport40thDay2324.csv
Monroe,Charter,BRIDGEPREP ACADEMY OF TAMPA,K-8,1,4,10,NA,3,9,27,tabula-MidK8OutReport40thDay2324.csv
